"","number","c1","c2","c3","c4","c6","c7","c8","c10","c11","c12","c13","c14","c17","c18","c19","c20","c21","c22"
"31",31,15.92574902,-12.69880371,-32.07350097,-16.32374707,-6.323903319,-19.44869824,-27.32357519,10.05084082,5.050918944,4.175932616,8.300868162,6.925889647,1.800969726,0.550989258,0.05099707,3.550942382,-5.698913085,126.0490283
"61",61,-61.19804588,-19.19870214,-5.698913085,8.300868162,-22.8236455,-2.69895996,22.92563964,-36.07343847,-34.69845995,-6.323903319,-17.57372753,-5.698913085,-30.57352441,-23.94862792,0.05099707,1.300977539,9.550848631,17.55072363
"86",86,-36.57343066,-20.57368066,-3.198952148,6.550895506,-33.07348534,0.925983398,30.05052831,-24.44862011,-18.94870605,5.300915038,-19.44869824,-5.823911131,-16.07375097,-1.073985351,-0.32399707,9.300852537,11.30082129,-129.5719775
"149",149,5.675909178,12.30080566,0.175995117,5.300915038,46.05027831,10.92582715,45.67528417,8.425866209,-0.448995117,-3.073954101,6.050903319,1.425975586,26.550583,5.800907225,-0.074000977,30.05052831,7.425881834,-63.32301268
"158",158,7.675877928,3.050950195,-7.823879881,-4.948924804,-17.44872949,-2.32396582,5.800907225,2.675956054,13.55078613,11.80081347,2.550958007,7.17588574,13.55078613,-0.448995117,0.300993164,28.55055175,17.67572168,27.42556933
"168",168,-2.69895996,-4.448932616,-1.573977539,5.675909178,5.425913085,5.425913085,23.42563183,-6.198905272,8.675862303,3.050950195,7.800875975,9.050856443,-12.07381347,0.925983398,0.175995117,13.30079004,10.30083691,-62.94801854
"193",193,17.67572168,26.67558105,13.30079004,6.675893553,33.05048144,21.30066503,10.17583886,32.6754873,22.30064941,10.42583496,35.05045019,28.6755498,27.17557324,16.05074707,0.05099707,27.55056738,28.17555761,-78.19778025
"219",219,-3.073954101,-8.073875975,-8.073875975,-0.948987304,-1.823973632,5.675909178,-6.448901366,-6.073907225,1.175979492,3.550942382,3.550942382,-1.073985351,-2.198967773,-0.074000977,-0.074000977,10.42583496,3.925936522,97.42447556
"230",230,-48.82323925,-7.44888574,-10.19884277,-4.948924804,-14.94876855,-1.323981445,5.300915038,-6.198905272,1.050981445,9.050856443,13.92578027,10.55083301,-7.0738916,-5.948909178,0.05099707,11.17582324,32.55048925,228.6724248
"232",232,-41.19835839,-5.823911131,-6.948893553,0.550989258,-0.32399707,15.55075488,11.42581933,-10.69883496,0.175995117,4.925920897,11.42581933,18.550708,-8.198874022,-3.073954101,-0.074000977,23.92562402,31.92549902,309.7961572
"239",239,-51.82319237,-14.69877246,3.550942382,6.175901366,-3.323950195,-4.198936522,-25.19860839,-15.57375879,-7.573883787,-8.073875975,-12.07381347,-14.69877246,-15.69875683,9.425850584,-0.074000977,-0.948987304,4.300930663,371.5451923
"245",245,-40.19837401,-4.448932616,8.800860349,5.550911131,23.30063378,5.800907225,-3.198952148,5.050918944,7.300883787,1.425975586,11.67581543,19.80068847,-6.198905272,6.300899413,0.05099707,6.675893553,10.55083301,322.9209521
"262",262,-5.948909178,15.05076269,4.175932616,-0.198999023,-4.573930663,-10.57383691,-15.69875683,19.17569824,9.800844724,0.925983398,25.05060644,17.92571777,16.55073925,10.67583105,0.175995117,6.550895506,31.80050097,-44.6983037
"266",266,-13.57379004,10.17583886,8.300868162,3.925936522,1.300977539,-6.073907225,-12.19881152,5.425913085,2.925952148,-1.323981445,19.92568652,1.425975586,5.300915038,11.17582324,-0.074000977,6.8008916,31.67550292,-41.69835058
"290",290,4.675924804,18.17571386,11.05082519,8.300868162,5.300915038,16.55073925,-0.948987304,8.425866209,9.425850584,8.300868162,9.925842771,13.92578027,38.80039159,22.05065332,-0.074000977,36.17543261,25.55059863,-21.69866308
"294",294,8.550864256,12.30080566,5.675909178,7.550879881,19.05070019,3.800938476,-0.698991211,13.42578808,17.17572949,6.175901366,14.8007666,37.30041503,35.17544823,16.42574121,0.425991211,30.05052831,29.92553027,-24.07362597
"360",360,13.92578027,6.550895506,13.80078222,12.55080175,-3.323950195,-0.32399707,-10.82383301,-18.32371582,-19.0737041,-7.44888574,-45.19829589,-38.32340331,5.425913085,-6.698897459,-0.074000977,6.425897459,-21.69866308,243.7971884
"390",390,40.4253662,-14.57377441,-9.198858396,-9.44885449,-21.44866699,3.800938476,0.425991211,27.42556933,13.42578808,8.550864256,44.05030956,-0.198999023,-7.823879881,-3.198952148,0.05099707,17.17572949,20.92567089,-116.6971787
"434",434,-6.323903319,-13.94878418,-14.19878027,-3.698944335,-53.94815917,-20.44868261,-18.823708,8.550864256,3.175948241,-3.448948241,13.55078613,4.925920897,-11.0738291,-2.198967773,-0.074000977,-45.57329003,-15.44876074,-81.19773338
"449",449,50.550208,27.92556152,13.17579199,-1.448979492,49.67522167,4.550926757,-17.19873339,29.55053613,6.050903319,0.300993164,18.550708,11.92581152,26.67558105,6.550895506,-0.198999023,11.92581152,2.300961913,142.9237646
"492",492,9.550848631,2.42595996,10.30083691,8.550864256,-7.573883787,3.675940429,2.550958007,-4.073938476,-4.198936522,-1.448979492,-1.823973632,-13.1987959,3.925936522,4.300930663,-0.074000977,-6.573899413,-0.573993164,-50.19821776
"510",510,-14.19878027,-20.9486748,-6.948893553,3.050950195,21.17566699,10.17583886,-9.823848631,-8.073875975,-8.323872068,-2.32396582,-1.948971679,-11.57382129,-12.57380566,-5.448916991,-0.32399707,-9.073860349,-6.948893553,-54.07315721
"532",532,4.175932616,-18.69870996,-13.69878808,-11.82381738,-28.19856152,-10.82383301,-20.19868652,1.550973632,-3.073954101,1.425975586,20.05068457,14.92576464,-5.948909178,-16.07375097,-0.32399707,-10.32384082,10.67583105,-106.947331
"535",535,6.050903319,-20.07368847,-20.57368066,-10.57383691,-2.073969726,-13.44879199,-8.698866209,-23.32363769,-7.698881834,-0.698991211,9.050856443,4.050934569,-9.698850584,-24.19862402,-0.074000977,-7.44888574,8.800860349,-115.4471982
"565",565,6.550895506,11.92581152,-2.073969726,-5.07392285,-0.948987304,-1.573977539,-2.448963867,30.05052831,15.55075488,5.300915038,42.67533104,-7.948877928,15.05076269,-0.823989258,0.05099707,-14.57377441,18.550708,203.2978212
"574",574,22.67564355,10.42583496,0.675987304,2.550958007,11.17582324,2.175963867,8.050872068,41.80034472,3.550942382,2.05096582,55.17513573,20.17568261,3.425944335,-9.948846677,-0.074000977,13.80078222,36.05043456,384.4199911
"581",581,7.300883787,2.675956054,-0.448995117,1.050981445,-4.573930663,0.425991211,20.6756748,25.55059863,2.550958007,1.800969726,35.80043847,7.300883787,-5.573915038,-4.323934569,0.05099707,-7.198889647,32.05049706,418.0444657
"585",585,-0.074000977,-2.948956054,8.550864256,6.8008916,13.80078222,0.550989258,17.30072753,9.675846677,1.175979492,9.425850584,34.30046191,32.80048534,-17.44872949,1.800969726,0.05099707,-4.073938476,23.92562402,292.0464345
"596",596,-20.07368847,-9.573852537,7.800875975,3.800938476,-22.69864746,-3.198952148,9.550848631,6.550895506,6.925889647,10.55083301,17.67572168,3.800938476,-7.573883787,12.30080566,0.05099707,-18.823708,10.30083691,-31.82350488
"603",603,1.800969726,11.17582324,15.92574902,9.300852537,24.6756123,4.175932616,4.175932616,18.67570605,6.550895506,-3.448948241,27.67556542,20.17568261,12.55080175,8.550864256,-0.074000977,3.550942382,20.6756748,-72.69786619
"608",608,-12.19881152,7.425881834,14.67576855,21.92565527,-14.07378222,18.30071191,17.30072753,-28.07356347,-2.198967773,0.800985351,-10.82383301,-2.073969726,-4.573930663,-0.823989258,-0.074000977,-1.823973632,-10.44883886,-67.44794823
"612",612,-8.573868162,-2.32396582,5.175916991,13.05079394,31.05051269,14.42577246,16.30074316,2.550958007,-2.948956054,0.675987304,-10.07384472,-20.57368066,-2.69895996,0.425991211,0.05099707,3.300946288,-3.698944335,-169.4463545
"622",622,10.17583886,9.550848631,8.800860349,3.300946288,19.55069238,25.92559277,12.9257959,33.30047753,22.30064941,16.92573339,26.67558105,42.67533104,6.425897459,9.925842771,-0.074000977,28.30055566,36.55042675,-102.8223955
"623",623,-1.073985351,3.800938476,4.050934569,0.425991211,5.675909178,20.30068066,11.67581543,3.425944335,16.17574511,18.42570996,16.92573339,36.92542089,-4.198936522,3.425944335,0.05099707,20.05068457,28.4255537,-79.32276268
"678",678,13.17579199,15.05076269,6.175901366,2.05096582,9.800844724,-10.32384082,12.05080957,15.92574902,-1.948971679,-4.198936522,5.925905272,1.550973632,8.800860349,4.300930663,0.05099707,14.30077441,8.550864256,199.6728779
"695",695,12.42580371,19.67569042,11.42581933,4.42592871,17.67572168,5.300915038,5.300915038,2.550958007,2.300961913,3.800938476,-7.948877928,7.800875975,12.80079785,11.80081347,0.05099707,20.6756748,4.42592871,399.7947509
"697",697,8.675862303,21.05066894,14.05077832,9.550848631,21.17566699,8.550864256,15.67575293,-14.69877246,-5.698913085,-1.198983398,-16.69874121,-14.44877636,11.92581152,11.05082519,0.05099707,16.80073535,-9.073860349,312.6711122
"698",698,15.55075488,27.92556152,16.80073535,8.925858396,29.30054003,4.300930663,3.050950195,10.92582715,-4.323934569,-6.448901366,-5.823911131,-9.198858396,17.55072363,13.30079004,-0.074000977,20.17568261,2.42595996,310.2961493
"727",727,24.6756123,32.80048534,10.8008291,3.175948241,-0.823989258,-5.698913085,21.80065722,5.425913085,-1.448979492,-10.69883496,-13.44879199,-15.69875683,25.17560449,14.67576855,0.175995117,7.675877928,-6.573899413,-96.07250095
"735",735,13.30079004,13.30079004,-4.948924804,-6.823895506,8.425866209,-0.198999023,8.300868162,5.050918944,6.175901366,-6.198905272,-1.948971679,-0.448995117,15.30075879,8.300868162,0.05099707,6.550895506,0.800985351,-67.69794432
"780",780,-29.32354394,-21.69866308,-18.44871386,-18.44871386,-3.448948241,-13.44879199,6.300899413,-14.44877636,1.925967773,2.550958007,-12.32380957,-0.823989258,-9.948846677,-11.19882715,-0.074000977,-4.448932616,-3.948940429,-25.94859667
"811",811,-16.57374316,1.050981445,4.80092285,-0.198999023,2.175963867,-2.573961913,-17.07373535,4.42592871,4.675924804,-1.198983398,-8.698866209,5.175916991,8.175870115,3.800938476,0.300993164,-4.198936522,-0.198999023,302.5462704
"829",829,-14.44877636,-5.323918944,-13.07379785,-24.69861621,-32.19849902,-21.82366113,-10.19884277,3.050950195,3.550942382,4.550926757,-10.94883105,-3.323950195,8.675862303,-0.074000977,-0.074000977,-17.82372363,6.175901366,-53.94815917
"837",837,4.050934569,-5.07392285,-16.19874902,-4.69892871,-27.19857714,-7.573883787,1.300977539,0.925983398,4.42592871,5.175916991,8.925858396,8.550864256,1.050981445,0.675987304,-0.198999023,6.675893553,15.55075488,-65.69797557
"844",844,-6.948893553,-23.44863574,-17.44872949,-2.198967773,-10.44883886,-8.323872068,12.05080957,9.300852537,4.050934569,9.675846677,11.55081738,34.17546386,-5.823911131,-4.323934569,-0.074000977,-0.074000977,20.17568261,-87.44763572
"850",850,-15.82375488,-2.823958007,-2.448963867,1.300977539,12.6757998,-1.073985351,8.300868162,3.175948241,14.92576464,13.05079394,0.05099707,13.17579199,-1.823973632,4.80092285,-0.074000977,2.800954101,13.67578418,-116.0721884
"860",860,6.550895506,6.300899413,2.675956054,16.17574511,-30.07353222,-4.823926757,-0.074000977,-0.698991211,2.05096582,3.300946288,-8.573868162,-7.948877928,-0.32399707,-8.823864256,-0.074000977,-11.32382519,-1.823973632,-95.44751072
"902",902,-11.0738291,4.80092285,-3.073954101,2.925952148,-40.6983662,-31.94850292,-7.573883787,-4.823926757,-5.948909178,-4.198936522,-3.323950195,-4.573930663,2.05096582,-2.198967773,-0.074000977,-35.07345409,2.42595996,117.174167
"963",963,25.80059472,19.30069628,21.30066503,17.42572558,-5.323918944,23.42563183,-3.698944335,9.925842771,1.175979492,-1.823973632,-7.198889647,-5.323918944,13.30079004,13.80078222,-0.32399707,21.17566699,6.8008916,-124.1970615
"988",988,0.925983398,-9.698850584,-13.07379785,-2.573961913,-10.82383301,-25.32360644,-8.948862303,-13.32379394,-10.44883886,-4.823926757,-13.94878418,-13.32379394,-21.44866699,-11.82381738,-0.074000977,-37.07342284,-28.9485498,-170.6963349
"993",993,0.425991211,5.800907225,3.550942382,15.30075879,-23.69863183,-24.69861621,-0.074000977,-7.823879881,-10.07384472,-3.323950195,-18.69870996,-21.07367285,-16.69874121,-9.44885449,0.05099707,-34.69845995,-22.94864355,-193.4459794
"994",994,6.925889647,9.800844724,6.300899413,14.92576464,-28.32355956,-23.32363769,-0.698991211,-8.073875975,-8.948862303,-0.32399707,-14.69877246,-18.44871386,-13.07379785,-8.448870115,0.05099707,-36.44843261,-19.82369238,-134.9468935
"1027",1027,15.05076269,17.55072363,18.42570996,13.92578027,37.17541698,23.05063769,-11.94881543,17.55072363,11.42581933,2.925952148,8.175870115,13.55078613,23.05063769,22.42564746,0.05099707,19.92568652,-0.823989258,261.421913
"1032",1032,0.925983398,0.175995117,4.175932616,-0.948987304,-1.198983398,-10.69883496,-25.69860058,4.675924804,6.675893553,-3.823942382,-7.0738916,-18.32371582,3.300946288,8.675862303,-0.074000977,-1.448979492,-14.8237705,343.4206318
"1042",1042,-7.573883787,-14.32377832,-2.69895996,5.300915038,7.800875975,-0.823989258,3.050950195,5.300915038,7.425881834,1.425975586,0.300993164,7.925874022,-9.573852537,-2.448963867,0.05099707,-2.073969726,-6.948893553,282.1715888
"1047",1047,-2.32396582,-6.448901366,-4.448932616,-4.948924804,3.050950195,-9.698850584,-26.07359472,-0.074000977,7.675877928,7.300883787,-6.698897459,1.425975586,-9.198858396,2.175963867,-0.074000977,-1.073985351,-10.44883886,183.7981259
"1059",1059,2.05096582,15.67575293,9.550848631,2.675956054,21.05066894,19.67569042,-5.448916991,13.42578808,8.425866209,2.800954101,9.425850584,9.925842771,16.30074316,6.8008916,-0.074000977,-0.823989258,-2.823958007,-55.69813182
"1077",1077,-34.19846777,-8.698866209,-8.073875975,0.675987304,39.55037987,28.92554589,18.17571386,10.67583105,4.42592871,10.42583496,25.92559277,0.925983398,-3.573946288,-5.198920897,-0.074000977,37.05041894,41.67534667,-98.44746384
"1119",1119,56.05012206,-3.823942382,-17.44872949,-9.573852537,-15.0737666,8.550864256,7.300883787,18.550708,-6.948893553,-7.323887694,18.550708,5.925905272,-1.323981445,-6.823895506,-0.074000977,7.425881834,11.67581543,-15.44876074
"1158",1158,1.175979492,-3.323950195,1.925967773,7.800875975,0.675987304,10.30083691,36.92542089,-4.073938476,2.675956054,4.42592871,-11.57382129,5.675909178,-6.073907225,-8.198874022,-0.198999023,-24.57361816,-11.82381738,230.7973915
"1193",1193,31.05051269,16.80073535,15.92574902,-6.448901366,14.17577636,-12.32380957,-4.448932616,15.55075488,22.30064941,0.925983398,11.42581933,9.17585449,20.80067285,21.55066113,-0.074000977,20.80067285,8.800860349,-1.073985351
"1200",1200,26.92557714,-3.448948241,0.925983398,6.425897459,17.67572168,13.80078222,26.30058691,10.17583886,2.05096582,2.675956054,9.425850584,-2.32396582,6.675893553,5.925905272,-0.198999023,27.67556542,13.67578418,-13.32379394
"1202",1202,29.92553027,7.425881834,0.800985351,4.300930663,21.17566699,20.05068457,29.05054394,-0.448995117,2.05096582,1.925967773,8.300868162,-2.573961913,10.8008291,4.300930663,0.300993164,24.17562011,14.17577636,-52.19818651
"1210",1210,-1.698975586,-13.32379394,-0.074000977,2.675956054,15.80075097,23.17563574,43.05032519,-4.69892871,-4.198936522,-1.198983398,3.175948241,1.925967773,-5.323918944,-3.198952148,-0.074000977,2.925952148,6.425897459,-119.8221299
"1232",1232,3.800938476,5.925905272,6.050903319,5.050918944,-5.07392285,5.300915038,17.30072753,-2.573961913,-1.323981445,-7.823879881,-3.198952148,-7.698881834,-2.448963867,-2.69895996,0.175995117,-2.573961913,-3.948940429,25.67559667
"1251",1251,-14.44877636,-12.57380566,-3.073954101,-5.698913085,4.550926757,1.925967773,8.800860349,1.175979492,-1.698975586,-8.448870115,-3.823942382,-3.948940429,-16.82373925,-5.948909178,0.05099707,5.175916991,1.300977539,176.5482392
"1259",1259,-12.69880371,-21.44866699,-4.073938476,-4.073938476,3.425944335,2.550958007,4.42592871,-7.0738916,-7.823879881,-8.698866209,-8.198874022,-6.073907225,-17.32373144,0.300993164,-0.198999023,1.675971679,-4.948924804,228.7974228
"1277",1277,-8.823864256,-13.69878808,-6.698897459,-15.32376269,3.550942382,0.05099707,-3.573946288,-2.573961913,-4.448932616,3.425944335,8.050872068,5.425913085,-8.448870115,-2.448963867,-0.074000977,4.80092285,7.425881834,12.17580761
"1315",1315,-4.823926757,-13.69878808,-15.82375488,-22.8236455,8.175870115,0.175995117,0.675987304,-11.19882715,-10.82383301,-9.823848631,-9.698850584,-2.948956054,-12.44880761,-8.198874022,-0.074000977,6.8008916,-1.948971679,-140.9467998
"1327",1327,4.175932616,6.8008916,9.675846677,-4.823926757,13.30079004,7.050887694,-10.69883496,-2.69895996,2.675956054,-2.32396582,-2.573961913,-8.698866209,9.300852537,6.675893553,-0.074000977,5.425913085,-1.323981445,749.0392938
"1380",1380,-36.6984287,-27.69856933,-16.44874511,10.05084082,-13.44879199,-9.198858396,6.050903319,-34.69845995,-19.57369628,4.80092285,-19.94869042,-19.44869824,-29.82353613,-26.19859277,0.05099707,-15.82375488,-18.69870996,-11.69881933
"1405",1405,-31.44851073,-27.32357519,-16.44874511,-0.573993164,-42.19834276,-30.32352831,-10.94883105,-19.57369628,-10.82383301,-2.073969726,-16.69874121,-11.57382129,-20.9486748,-18.823708,-0.074000977,-40.19837401,-22.32365332,-135.3218877
"1440",1440,-22.44865136,-12.69880371,-13.69878808,3.050950195,4.925920897,-4.323934569,7.050887694,-10.94883105,6.425897459,6.675893553,-8.698866209,2.675956054,-10.82383301,-4.323934569,-0.074000977,11.42581933,-4.573930663,-1468.676053
"1466",1466,-6.198905272,14.67576855,23.55062988,18.05071582,8.675862303,4.925920897,-9.323856443,4.300930663,11.05082519,-3.448948241,-2.948956054,-0.823989258,8.675862303,15.17576074,-0.074000977,5.800907225,2.05096582,246.7971415
"1479",1479,0.175995117,11.67581543,5.675909178,1.925967773,-12.69880371,-12.57380566,-24.32362206,18.67570605,18.05071582,0.300993164,6.050903319,-0.823989258,9.925842771,0.05099707,0.05099707,-12.19881152,-2.448963867,274.0467158
"1500",1500,6.550895506,1.800969726,-0.32399707,3.800938476,10.67583105,2.175963867,-4.573930663,-4.448932616,0.550989258,0.05099707,2.925952148,7.675877928,-3.948940429,-10.32384082,-0.074000977,7.425881834,6.550895506,-33.94847167
"1501",1501,8.300868162,3.550942382,-1.323981445,4.675924804,18.17571386,4.42592871,-6.073907225,-2.948956054,2.550958007,-2.573961913,4.42592871,5.925905272,-4.573930663,-9.323856443,0.05099707,9.925842771,9.300852537,-23.19863964
"1514",1514,12.05080957,12.05080957,4.550926757,10.05084082,12.05080957,22.05065332,-5.448916991,1.550973632,-9.948846677,-12.44880761,-5.07392285,-19.69869433,-4.073938476,-5.573915038,-0.074000977,6.8008916,0.800985351,-126.1970302
"1525",1525,14.30077441,21.30066503,11.67581543,7.17588574,-7.823879881,19.55069238,-18.69870996,9.300852537,-2.448963867,-7.44888574,-1.073985351,-0.32399707,7.300883787,-3.323950195,0.05099707,7.800875975,0.675987304,-5.823911131
"1536",1536,-5.323918944,1.300977539,10.42583496,3.425944335,10.05084082,-10.94883105,-18.07371972,13.30079004,15.42575683,2.175963867,8.050872068,-11.94881543,6.050903319,8.800860349,-0.074000977,1.175979492,4.42592871,-144.8217392
"1537",1537,0.425991211,3.925936522,12.05080957,4.675924804,7.425881834,-9.44885449,-12.82380175,12.42580371,16.17574511,6.300899413,9.925842771,-1.198983398,5.300915038,6.300899413,-0.074000977,9.425850584,8.800860349,-173.0712978
"1545",1545,0.925983398,1.175979492,-8.948862303,-13.69878808,-26.823583,-20.9486748,-21.32366894,6.550895506,4.050934569,5.550911131,16.55073925,14.5507705,2.675956054,-5.948909178,0.300993164,-2.573961913,14.42577246,335.9207489
"1552",1552,-3.073954101,-14.57377441,-14.44877636,-14.07378222,-27.57357128,-16.82373925,-21.82366113,-1.948971679,0.675987304,0.425991211,12.30080566,5.175916991,-12.32380957,-8.948862303,-0.074000977,-5.448916991,11.67581543,-1069.55729
"1558",1558,-0.448995117,6.175901366,7.17588574,-9.323856443,-10.07384472,-14.44877636,-30.8235205,1.550973632,-2.448963867,-10.32384082,8.800860349,-8.948862303,3.175948241,11.30082129,-0.074000977,-0.948987304,2.550958007,61.42503807
"1566",1566,-9.823848631,5.550911131,12.42580371,-8.073875975,-0.198999023,-9.573852537,-37.69841308,-6.323903319,0.300993164,-6.323903319,-3.948940429,0.675987304,5.425913085,12.55080175,0.175995117,3.550942382,-1.073985351,122.7990791
"1597",1597,-53.32316893,-18.94870605,-6.073907225,-2.073969726,9.550848631,6.425897459,-0.698991211,-36.6984287,-19.19870214,-1.448979492,-25.32360644,-8.948862303,-24.44862011,-13.07379785,-0.074000977,0.800985351,-3.323950195,131.0489502
"1619",1619,-42.5733369,-6.448901366,-0.074000977,-0.448995117,3.925936522,-3.073954101,-16.07375097,-3.573946288,1.050981445,1.925967773,-11.57382129,-6.823895506,-4.823926757,-0.698991211,-0.074000977,1.425975586,-0.823989258,-22.07365722
"1620",1620,-34.32346581,-4.073938476,2.42595996,-1.448979492,-1.698975586,-0.823989258,-15.19876464,2.550958007,2.925952148,3.300946288,-6.948893553,-4.69892871,0.05099707,2.300961913,-0.198999023,7.675877928,3.800938476,-36.19843651
"1681",1681,-3.448948241,-4.573930663,5.800907225,8.800860349,1.175979492,15.05076269,37.05041894,2.42595996,1.925967773,3.050950195,7.800875975,-1.698975586,-10.94883105,-4.823926757,0.05099707,1.550973632,1.800969726,210.672706
"1692",1692,-8.323872068,-11.0738291,7.17588574,3.425944335,6.050903319,11.92581152,21.30066503,-22.32365332,4.550926757,1.300977539,-9.698850584,-7.44888574,-22.8236455,1.175979492,0.300993164,-5.198920897,-13.69878808,371.6701903
"1707",1707,5.675909178,-1.198983398,11.92581152,10.67583105,3.675940429,11.42581933,15.30075879,-11.0738291,2.550958007,0.550989258,9.425850584,6.175901366,-5.198920897,6.300899413,-0.198999023,5.675909178,1.050981445,102.9243896
"1708",1708,3.925936522,-0.448995117,8.800860349,7.425881834,-3.698944335,11.17582324,11.30082129,8.175870115,3.550942382,1.675971679,14.92576464,11.92581152,-4.948924804,1.925967773,0.175995117,0.675987304,2.800954101,97.67447166
"1713",1713,17.92571777,4.675924804,13.05079394,4.550926757,21.42566308,14.8007666,4.675924804,19.30069628,12.42580371,2.800954101,34.67545605,17.80071972,-2.448963867,0.675987304,-0.074000977,16.17574511,16.17574511,-32.82348925
"1742",1742,19.67569042,-8.323872068,-6.448901366,-2.823958007,4.925920897,-2.573961913,1.300977539,13.55078613,-0.698991211,0.925983398,26.05059081,16.17574511,10.55083301,6.8008916,0.175995117,5.050918944,11.42581933,-46.69827245
"1747",1747,23.67562792,-5.198920897,-13.69878808,-12.57380566,-9.323856443,-2.823958007,7.300883787,3.800938476,1.050981445,9.800844724,17.55072363,17.55072363,7.925874022,1.050981445,-0.074000977,1.800969726,14.42577246,-93.57254002
"1755",1755,14.17577636,-3.073954101,-5.573915038,-6.698897459,-10.57383691,-6.573899413,3.675940429,9.17585449,-10.19884277,2.675956054,7.550879881,17.42572558,3.550942382,-1.448979492,0.05099707,-16.69874121,6.675893553,-171.6963193
"1792",1792,164.9234209,52.4251787,14.67576855,-1.948971679,12.9257959,-1.823973632,2.800954101,30.30052441,2.550958007,5.425913085,30.05052831,-17.32373144,41.80034472,6.300899413,-0.074000977,-15.69875683,-24.07362597,158.7985166
"1796",1796,137.7988447,44.05030956,24.80061035,3.675940429,9.925842771,-0.448995117,2.300961913,24.92560839,8.050872068,4.175932616,33.42547558,9.550848631,44.30030565,18.550708,-0.198999023,-7.44888574,-10.19884277,192.5479892
"1799",1799,114.549208,41.80034472,22.42564746,1.550973632,5.925905272,7.300883787,-3.448948241,26.67558105,5.550911131,4.42592871,25.67559667,9.050856443,44.05030956,16.17574511,0.05099707,-7.698881834,-8.948862303,259.2969462
"1801",1801,118.4241474,48.67523729,28.92554589,6.300899413,23.55062988,8.675862303,-4.073938476,17.67572168,1.800969726,2.550958007,19.55069238,0.05099707,44.67529979,20.55067675,0.175995117,-3.198952148,-13.07379785,287.2965087
"1860",1860,-9.073860349,-5.698913085,4.80092285,-0.198999023,-16.69874121,-22.8236455,-14.69877246,-16.9487373,-10.07384472,-5.07392285,-30.07353222,-16.07375097,-12.9487998,10.17583886,-0.074000977,-33.69847558,-39.44838573,-135.1968896
"1869",1869,-0.823989258,-4.198936522,1.925967773,-3.323950195,-9.198858396,-33.07348534,-30.94851855,-14.32377832,-19.0737041,-20.69867871,-34.07346972,-33.44847948,-11.44882324,6.050903319,-0.074000977,-20.32368457,-38.07340722,-202.820833
"1883",1883,10.8008291,-0.32399707,-10.32384082,1.300977539,-6.198905272,0.300993164,8.050872068,-3.198952148,4.550926757,-5.07392285,-17.07373535,-4.198936522,5.050918944,1.800969726,-0.074000977,11.17582324,-9.948846677,-1295.053766
"1884",1884,3.425944335,-4.69892871,-11.32382519,0.925983398,-2.823958007,6.425897459,9.425850584,-0.32399707,5.425913085,-3.823942382,-16.82373925,4.175932616,1.050981445,-0.573993164,-0.074000977,9.550848631,-8.323872068,-1498.30059
"1885",1885,7.800875975,-7.948877928,-13.94878418,0.800985351,9.300852537,9.425850584,8.425866209,1.800969726,9.300852537,-5.698913085,-3.573946288,3.800938476,-0.448995117,-1.948971679,0.05099707,9.17585449,3.300946288,-1265.304231
"1890",1890,0.300993164,-29.82353613,-20.32368457,-6.448901366,-2.573961913,5.550911131,18.30071191,-15.44876074,0.800985351,0.300993164,-11.94881543,-8.198874022,-11.19882715,-1.823973632,-0.573993164,7.425881834,1.300977539,-32.07350097
"1906",1906,-4.448932616,-2.198967773,-1.198983398,7.050887694,-4.198936522,17.92571777,19.92568652,-2.32396582,-11.69881933,0.425991211,20.6756748,-0.198999023,-10.69883496,-7.0738916,-0.198999023,-0.448995117,22.05065332,222.0475283
"1909",1909,-15.32376269,-12.32380957,-7.323887694,-1.698975586,-2.69895996,15.67575293,8.675862303,-6.073907225,-11.32382519,-2.198967773,30.80051659,0.675987304,-10.32384082,-5.948909178,-0.074000977,2.175963867,26.42558495,257.7969697
"1919",1919,-42.823333,-18.69870996,-12.9487998,1.800969726,13.67578418,-13.82378613,-4.948924804,-13.07379785,-19.82369238,-3.573946288,2.925952148,-11.0738291,-23.69863183,-17.07373535,0.05099707,-5.823911131,4.050934569,365.6702841
"1954",1954,-39.57338378,-11.19882715,-5.948909178,1.175979492,-16.44874511,10.67583105,1.800969726,-21.94865917,-14.57377441,2.925952148,-16.32374707,-8.698866209,-25.57360253,-12.82380175,-0.074000977,-1.198983398,-1.073985351,-97.69747556
"1956",1956,-35.57344628,0.425991211,-1.823973632,-0.573993164,-7.323887694,8.050872068,-1.323981445,-20.19868652,-6.823895506,5.175916991,-23.19863964,-9.44885449,-23.69863183,-10.32384082,-0.074000977,2.05096582,4.175932616,-107.4473232
"2019",2019,-40.32337206,5.800907225,26.42558495,23.05063769,-3.323950195,14.17577636,17.42572558,-17.69872558,5.050918944,4.80092285,-15.94875293,-7.823879881,-10.19884277,7.925874022,-0.074000977,-16.9487373,7.300883787,198.0479033
"2044",2044,5.800907225,33.55047362,20.92567089,12.6757998,50.92520214,39.92537401,31.30050878,35.92543651,22.5506455,18.05071582,32.80048534,40.67536229,36.4254287,18.42570996,-0.074000977,44.55030175,54.92513964,195.5479423
"2061",2061,-29.19854589,3.425944335,2.175963867,-3.698944335,-29.19854589,-17.19873339,-2.573961913,19.92568652,12.6757998,17.05073144,5.175916991,-2.573961913,5.550911131,-1.823973632,-0.074000977,-2.448963867,4.300930663,-15.82375488
