"","number","c1","c2","c3","c4","c6","c7","c8","c10","c11","c12","c13","c14","c17","c18","c19","c20","c21","c22"
"68659",68653,-14.32377832,11.30082129,18.05071582,17.05073144,13.55078613,9.800844724,16.30074316,4.300930663,15.17576074,13.92578027,-3.948940429,-3.573946288,16.42574121,10.42583496,0.05099707,17.92571777,9.550848631,-146.0717197
"68709",68703,22.92563964,14.67576855,15.92574902,12.05080957,14.30077441,13.55078613,14.05077832,14.05077832,0.675987304,-3.573946288,-7.573883787,-29.19854589,17.17572949,8.050872068,0.05099707,3.300946288,-27.0735791,309.9211552
"68711",68705,30.42552245,22.30064941,16.6757373,10.17583886,7.800875975,11.55081738,9.425850584,17.05073144,12.9257959,-3.448948241,0.425991211,-7.44888574,23.30063378,13.17579199,0.175995117,3.925936522,-18.94870605,273.5467236
"68718",68712,32.80048534,22.67564355,15.80075097,-7.44888574,-3.823942382,-17.82372363,-34.07346972,29.30054003,26.42558495,0.675987304,5.300915038,-11.44882324,30.42552245,17.67572168,0.300993164,-4.823926757,-20.9486748,169.4233505
"68721",68715,29.42553808,12.17580761,3.050950195,-19.19870214,-9.823848631,-32.32349706,-36.19843651,42.05034081,31.55050488,3.175948241,16.17574511,5.550911131,29.80053222,23.80062597,-0.074000977,-8.448870115,-10.19884277,109.29929
"68800",68794,-34.32346581,-42.5733369,-23.32363769,-31.94850292,-19.57369628,-41.44835448,141.7987822,5.050918944,-5.198920897,-6.823895506,17.92571777,-10.32384082,-34.69845995,-15.19876464,-0.074000977,-12.44880761,20.17568261,112.4242412
"68804",68798,-42.19834276,-49.82322362,-28.07356347,-24.32362206,-0.198999023,-21.57366503,138.4238349,-5.198920897,-7.948877928,-4.323934569,17.92571777,-3.198952148,-46.44827636,-24.82361425,-0.074000977,-18.69870996,6.300899413,179.4231943
"68809",68803,-40.44837011,-44.57330565,-21.44866699,-17.94872168,3.425944335,-16.69874121,109.7992822,-0.823989258,-6.698897459,-1.323981445,19.05070019,2.675956054,-40.94836229,-21.07367285,-0.074000977,-4.573930663,4.550926757,275.1716982
"68822",68816,-16.82373925,-40.32337206,-34.32346581,-28.9485498,-50.5732119,-38.32340331,17.67572168,5.675909178,-8.448870115,4.300930663,13.80078222,-12.9487998,-30.07353222,-19.19870214,-0.074000977,-30.94851855,-12.57380566,249.0471064
"68859",68853,-0.32399707,-4.69892871,-17.82372363,-22.57364941,-28.19856152,-23.82362988,-116.1971865,14.5507705,16.30074316,0.425991211,-11.0738291,-10.94883105,-6.573899413,8.550864256,0.05099707,-24.44862011,-23.32363769,-84.82267674
"68865",68859,11.17582324,0.800985351,-13.1987959,-15.44876074,-5.323918944,-5.948909178,-106.1973427,9.050856443,16.05074707,-0.823989258,-8.198874022,10.17583886,-6.573899413,12.17580761,-0.074000977,-0.074000977,-0.074000977,-101.9474092
"68880",68874,5.925905272,10.30083691,-0.823989258,-9.073860349,1.300977539,0.925983398,-100.9474248,-18.44871386,-33.82347362,-12.82380175,-39.57338378,-36.82342675,-10.32384082,-8.573868162,0.05099707,-3.948940429,-17.69872558,127.6740029
"68897",68891,21.92565527,23.67562792,6.8008916,0.550989258,25.30060253,20.6756748,-96.57249314,18.17571386,18.92570214,-0.823989258,-2.448963867,7.550879881,13.30079004,12.17580761,-0.074000977,5.925905272,-1.573977539,84.29968064
"68931",68925,8.925858396,18.30071191,0.425991211,6.8008916,-12.44880761,-0.074000977,-77.07279783,-0.698991211,-3.698944335,-2.823958007,-16.69874121,-4.823926757,2.925952148,0.175995117,-0.074000977,-15.44876074,-21.07367285,217.9225927
"68942",68936,5.550911131,9.675846677,2.925952148,4.925920897,-18.57371191,-7.573883787,-93.44754197,-41.19835839,-22.19865527,-10.32384082,-54.44815135,-29.44854199,-12.69880371,-4.198936522,-0.074000977,-33.69847558,-38.5733994,-136.4468701
"68967",68961,41.55034862,14.8007666,-0.823989258,-6.073907225,0.300993164,4.050934569,-67.19795213,24.17562011,8.800860349,4.550926757,28.17555761,20.92567089,19.80068847,3.425944335,0.05099707,-1.073985351,4.175932616,-87.19763963
"68970",68964,32.4254912,3.050950195,-7.698881834,-4.073938476,5.550911131,-2.573961913,-67.94794041,11.67581543,8.425866209,3.675940429,20.55067675,5.550911131,7.300883787,-2.32396582,0.300993164,-1.698975586,1.925967773,-129.4469795
"68973",68967,34.17546386,3.925936522,-2.69895996,0.550989258,8.050872068,1.175979492,-54.19815526,22.05065332,13.55078613,5.175916991,28.92554589,12.42580371,14.17577636,6.300899413,0.05099707,-2.32396582,3.675940429,-177.8212236
"68999",68993,24.80061035,7.425881834,0.425991211,9.300852537,7.050887694,16.6757373,-13.57379004,31.17551073,22.67564355,17.42572558,53.42516307,29.42553808,11.92581152,-0.698991211,-0.074000977,10.8008291,23.42563183,7.925874022
"69003",68997,18.67570605,2.300961913,-1.573977539,8.925858396,13.67578418,5.675909178,-26.57358691,30.67551855,16.80073535,8.425866209,35.05045019,27.80056347,15.67575293,4.42592871,-0.32399707,0.425991211,15.92574902,32.92548339
"69019",69013,-1.698975586,-2.948956054,3.675940429,9.300852537,8.175870115,9.800844724,-10.69883496,4.675924804,11.55081738,8.925858396,9.050856443,12.80079785,7.17588574,0.675987304,0.175995117,-8.073875975,-4.69892871,193.2979775
"69023",69017,1.925967773,2.550958007,-3.448948241,7.800875975,21.30066503,8.925858396,-14.8237705,4.050934569,-0.198999023,4.550926757,7.425881834,1.300977539,15.05076269,2.175963867,-0.074000977,-0.698991211,-7.698881834,252.9220458
"69034",69028,15.30075879,21.17566699,18.92570214,11.92581152,28.92554589,21.80065722,-9.073860349,3.925936522,0.550989258,-2.823958007,6.425897459,-6.323903319,13.42578808,17.80071972,0.175995117,23.55062988,3.175948241,200.1728701
"69070",69064,-17.82372363,-8.323872068,-8.198874022,-4.573930663,-11.82381738,-12.32380957,-24.57361816,-21.44866699,-7.573883787,1.050981445,-1.698975586,-17.57372753,-5.07392285,0.550989258,-0.074000977,-39.32338769,-15.44876074,-67.82294237
"69071",69065,-21.07367285,-8.448870115,-11.19882715,-3.198952148,-9.323856443,-10.32384082,-21.32366894,-20.44868261,-11.32382519,-1.198983398,-2.69895996,-12.57380566,-6.323903319,-1.573977539,-0.074000977,-40.57336815,-21.32366894,-35.69844433
"69089",69083,12.05080957,1.675971679,4.175932616,8.300868162,5.175916991,12.9257959,37.17541698,21.55066113,11.05082519,7.300883787,49.05023143,26.67558105,8.300868162,2.05096582,-0.074000977,8.050872068,25.67559667,-161.0714853
"69121",69115,6.675893553,6.550895506,9.550848631,8.800860349,54.92513964,26.05059081,50.42520995,-8.948862303,-7.0738916,-5.198920897,9.17585449,5.925905272,6.925889647,-0.198999023,-0.074000977,43.67531542,16.80073535,165.7984072
"69126",69120,20.42567871,11.55081738,10.92582715,14.8007666,45.17529198,32.05049706,56.1751201,-12.69880371,-9.698850584,-0.948987304,22.67564355,13.67578418,8.175870115,-9.698850584,-0.074000977,72.29986815,21.17566699,229.7974072
"69135",69129,6.425897459,0.675987304,-0.948987304,9.925842771,19.80068847,-1.823973632,43.55031737,-25.07361035,-18.19871777,-3.823942382,11.42581933,9.550848631,-3.698944335,-11.44882324,-0.074000977,34.67545605,11.42581933,348.9205458
"69136",69130,-4.823926757,-2.823958007,0.550989258,7.300883787,12.05080957,-4.823926757,36.05043456,-27.82356738,-21.57366503,-6.448901366,3.925936522,-4.448932616,-2.823958007,-6.073907225,-0.074000977,18.67570605,4.300930663,303.2962587
"69169",69163,-11.32382519,19.30069628,22.42564746,5.425913085,16.30074316,7.925874022,28.4255537,-23.19863964,4.925920897,1.550973632,3.300946288,15.05076269,4.925920897,19.42569433,-0.32399707,20.05068457,9.17585449,-99.32245017
"69170",69164,-17.82372363,17.30072753,21.67565917,4.675924804,26.17558886,9.050856443,21.30066503,-22.44865136,3.925936522,3.175948241,2.05096582,14.30077441,2.925952148,19.42569433,-0.074000977,16.05074707,4.42592871,-102.8223955
"69179",69173,-49.44822948,-14.19878027,6.175901366,10.30083691,9.800844724,13.92578027,33.17547948,-45.19829589,-17.57372753,-0.074000977,-28.82355175,-14.8237705,-27.32357519,3.550942382,-0.074000977,-20.82367675,-13.94878418,-30.69852245
"69270",69264,-50.07321971,-10.69883496,-0.823989258,-0.448995117,-20.82367675,4.300930663,45.17529198,37.92540526,27.42556933,7.550879881,111.924249,37.17541698,19.05070019,10.17583886,0.175995117,-21.82366113,64.29999315,-2.69895996
"69322",69316,-110.5722744,14.67576855,-1.698975586,7.800875975,-11.57382129,7.425881834,34.30046191,-26.19859277,-31.69850683,-23.57363378,-36.82342675,-32.19849902,6.300899413,1.550973632,0.300993164,12.9257959,18.67570605,123.4240693
"69342",69336,-95.69750681,16.55073925,3.425944335,-4.323934569,13.42578808,8.800860349,15.05076269,-80.69774119,-43.32332519,-17.32373144,-163.3214502,-43.82331737,-26.44858886,-19.57369628,-0.074000977,93.42453806,0.550989258,350.9205146
"69392",69386,-35.32345019,28.30055566,9.925842771,3.675940429,22.5506455,-0.448995117,8.050872068,-28.44855761,-16.32374707,-6.573899413,-106.3223408,-21.94865917,7.300883787,4.675924804,-0.074000977,38.05040331,-20.07368847,-134.0719072
"69414",69408,1.425975586,24.55061425,13.80078222,-16.82373925,18.92570214,-20.82367675,-12.19881152,-0.448995117,14.17577636,4.550926757,-42.69833495,-0.698991211,0.800985351,16.6757373,0.05099707,28.30055566,-6.823895506,-104.5723681
"69415",69409,-0.074000977,23.05063769,15.80075097,-17.19873339,23.30063378,-16.19874902,-12.19881152,-5.198920897,12.17580761,6.175901366,-42.69833495,7.550879881,-0.448995117,16.30074316,0.05099707,30.92551464,-3.698944335,-3.073954101
"69433",69427,10.67583105,20.80067285,9.17585449,5.300915038,16.6757373,-6.073907225,17.05073144,-17.82372363,-6.448901366,2.550958007,-43.32332519,-9.073860349,2.550958007,3.925936522,-0.198999023,12.9257959,-19.32370019,116.0491845
"69436",69430,-0.448995117,9.425850584,-5.448916991,4.175932616,4.050934569,-14.8237705,21.05066894,-35.82344237,-18.19871777,-0.948987304,-58.82308299,-28.44855761,-7.698881834,-0.448995117,-0.074000977,5.425913085,-34.823458,133.6739091
"69446",69440,5.050918944,14.42577246,11.42581933,8.175870115,-3.698944335,-17.32373144,11.80081347,-28.57355566,-11.82381738,-8.198874022,-44.32330956,-32.57349316,-15.0737666,4.175932616,-0.074000977,-8.323872068,-38.32340331,145.4237256
"69452",69446,2.05096582,1.675971679,-7.0738916,-10.94883105,-32.19849902,-24.44862011,3.800938476,-24.82361425,2.550958007,-0.698991211,-48.07325097,-32.44849511,-17.32373144,6.050903319,-0.074000977,-23.19863964,-42.44833886,68.04993455
"69470",69464,-24.9486123,12.30080566,19.42569433,-5.823911131,10.55083301,30.05052831,19.30069628,-18.32371582,14.92576464,7.550879881,9.425850584,26.42558495,-4.948924804,6.550895506,-0.074000977,38.92538964,33.92546777,-6.323903319
"69485",69479,3.425944335,23.30063378,13.30079004,6.425897459,32.05049706,33.05048144,37.05041894,-0.32399707,10.17583886,1.550973632,24.92560839,25.80059472,9.800844724,12.80079785,-0.074000977,45.55028612,39.55037987,20.17568261
"69531",73274,-71.19788963,-27.69856933,0.300993164,22.30064941,-7.44888574,7.550879881,-1.698975586,-50.94820604,-37.44841698,-19.0737041,-40.19837401,-34.823458,-34.19846777,-8.698866209,-0.074000977,-25.82359863,-35.57344628,-71.32288768
"69535",73278,-92.57255564,-24.82361425,2.675956054,11.55081738,-15.32376269,-4.323934569,-27.0735791,-35.32345019,-22.19865527,-11.94881543,-57.19810838,-38.94839355,-19.44869824,-9.573852537,0.05099707,-20.9486748,-28.19856152,-167.9463779
"69558",69551,65.29997752,23.30063378,10.67583105,1.425975586,-11.44882324,-21.57366503,-15.94875293,4.300930663,13.05079394,1.925967773,33.80046972,1.425975586,4.925920897,8.800860349,0.175995117,-27.0735791,-5.323918944,-54.69814745
"69585",69578,130.548958,16.30074316,8.800860349,8.675862303,0.300993164,11.55081738,32.80048534,2.800954101,-6.198905272,-1.073985351,8.675862303,-19.69869433,10.67583105,6.8008916,-0.198999023,-40.19837401,-40.94836229,-188.3210595
"69589",69582,151.4236318,7.675877928,5.675909178,14.8007666,-16.19874902,7.300883787,28.6755498,-23.0736416,-11.19882715,-8.948862303,7.925874022,-29.82353613,5.050918944,-2.573961913,-0.074000977,-53.82316112,-51.32320018,-232.320372
"69612",69605,112.6742373,-11.82381738,-14.57377441,-12.32380957,-5.448916991,-12.57380566,17.17572949,-9.323856443,-13.1987959,-0.198999023,31.05051269,-2.198967773,9.800844724,-8.323872068,-0.074000977,-34.44846386,-21.07367285,-94.0725322
"69627",69620,101.0494189,-32.57349316,-10.57383691,4.42592871,1.675971679,12.9257959,28.17555761,-19.0737041,-6.448901366,0.425991211,27.42556933,6.175901366,1.050981445,-2.448963867,-0.074000977,-32.07350097,-17.57372753,17.30072753
"69635",69628,117.6741592,0.175995117,7.675877928,7.425881834,10.05084082,16.42574121,24.92560839,6.550895506,15.30075879,9.425850584,42.17533886,13.17579199,15.55075488,5.800907225,0.300993164,-9.823848631,-2.69895996,162.673456
"69679",69672,82.92470213,-27.32357519,1.925967773,5.175916991,21.30066503,9.675846677,40.67536229,-43.32332519,6.050903319,0.800985351,11.92581152,-2.198967773,-23.44863574,-3.323950195,-0.074000977,-4.573930663,-4.323934569,57.92509276
"69684",69677,54.3001494,-48.07325097,2.675956054,11.67581543,0.550989258,23.42563183,39.92537401,-48.44824511,-22.19865527,-7.0738916,-10.19884277,1.675971679,-23.82362988,-16.69874121,-0.074000977,-18.57371191,-14.57377441,-41.44835448
"69695",69688,78.92476463,-30.44852636,-7.44888574,-2.69895996,37.55041112,12.42580371,58.05009081,-27.57357128,6.675893553,5.425913085,17.17572949,17.80071972,-3.948940429,-16.07375097,0.05099707,-9.44885449,10.30083691,-74.94783104
"69702",69695,93.29954002,-19.82369238,4.550926757,-8.698866209,-0.074000977,6.8008916,33.92546777,-25.57360253,-11.82381738,0.800985351,44.17530761,14.67576855,-9.948846677,-7.0738916,0.175995117,1.425975586,32.6754873,398.2947743
"69729",69722,43.42531933,-43.69831933,-4.323934569,-3.948940429,-22.32365332,-0.074000977,14.5507705,6.425897459,25.30060253,17.67572168,28.6755498,4.300930663,-5.573915038,-7.823879881,0.425991211,-17.07373535,-11.57382129,188.4230537
"69745",69738,50.05021581,-38.94839355,-7.698881834,-0.074000977,53.67515917,13.42578808,9.675846677,22.67564355,7.300883787,3.175948241,59.05007518,46.3002744,-15.57375879,-7.948877928,0.05099707,-1.948971679,29.17554199,371.6701903
"69750",69743,42.17533886,-46.94826854,8.300868162,1.175979492,0.675987304,6.925889647,-2.948956054,13.05079394,17.67572168,13.67578418,44.55030175,2.42595996,-31.82350488,-17.57372753,-0.074000977,-3.948940429,12.30080566,247.0471376
"69813",69806,-2.573961913,-12.82380175,7.800875975,8.925858396,-4.323934569,-11.94881543,-17.82372363,46.05027831,24.42561621,3.050950195,29.92553027,29.30054003,18.67570605,9.675846677,-0.074000977,-16.32374707,-9.44885449,-74.94783104
"69823",69816,-51.82319237,-23.32363769,-20.82367675,-16.9487373,14.17577636,-31.44851073,-37.57341503,37.67540917,14.42577246,-5.948909178,35.80043847,19.80068847,-22.44865136,1.425975586,-0.573993164,-10.82383301,4.42592871,-745.1873582
"69848",69841,-63.57300877,-33.19848339,-20.69867871,-9.823848631,-4.323934569,-7.0738916,3.550942382,30.67551855,-0.074000977,-6.198905272,7.800875975,-0.32399707,-18.94870605,-20.82367675,-0.198999023,-23.32363769,-19.32370019,263.4218818
"69919",69912,-4.198936522,-2.573961913,-3.448948241,-5.948909178,-19.32370019,-3.573946288,-5.823911131,26.42558495,-8.323872068,12.80079785,-23.94862792,-12.44880761,0.675987304,-10.19884277,0.300993164,-17.94872168,-24.9486123,0.425991211
"69934",69927,-6.823895506,20.05068457,-0.573993164,-3.573946288,-13.1987959,-0.573993164,-4.198936522,50.80020409,33.05048144,14.8007666,4.42592871,-4.448932616,33.42547558,15.92574902,0.05099707,-14.69877246,-13.82378613,-59.07307909
"69936",69929,-10.82383301,13.92578027,-4.198936522,-8.323872068,-15.44876074,-8.698866209,-6.323903319,63.30000877,36.80042284,17.92571777,-3.323950195,-23.32363769,27.42556933,12.42580371,-0.074000977,-19.19870214,-13.94878418,-63.82300487
"70024",70017,-28.32355956,16.55073925,10.42583496,17.17572949,-8.198874022,39.80037597,13.30079004,27.67556542,5.925905272,10.17583886,4.80092285,9.800844724,16.80073535,2.175963867,0.175995117,8.925858396,19.42569433,-68.32293455
"70026",70019,-29.94853417,12.05080957,-2.823958007,10.30083691,23.05063769,28.05055956,5.300915038,16.80073535,3.550942382,14.8007666,2.800954101,14.8007666,18.17571386,0.800985351,0.05099707,12.9257959,20.6756748,-99.82244236
"70079",70072,-91.57257127,-16.57374316,-7.0738916,-6.698897459,-43.44832323,-7.823879881,-13.32379394,-25.07361035,-9.948846677,-4.948924804,-59.07307909,-23.82362988,-28.9485498,3.550942382,0.05099707,-25.32360644,-29.44854199,785.9137176
"70098",70091,-22.94864355,10.92582715,4.050934569,9.17585449,21.05066894,17.92571777,1.675971679,-0.823989258,-6.948893553,3.800938476,-26.19859277,9.300852537,0.800985351,3.175948241,-0.074000977,12.9257959,0.675987304,118.9241396
"70118",70111,-22.94864355,11.42581933,5.550911131,13.42578808,17.42572558,30.67551855,-3.198952148,3.550942382,0.05099707,-1.948971679,2.175963867,21.30066503,2.175963867,8.050872068,0.175995117,16.55073925,16.80073535,367.7952509
"70148",70141,3.800938476,26.42558495,-3.823942382,0.05099707,24.42561621,15.42575683,19.42569433,-0.823989258,9.925842771,-1.948971679,6.925889647,10.30083691,36.92542089,10.42583496,0.175995117,39.05038769,23.17563574,-77.44779197
"70163",70156,-20.32368457,-5.198920897,6.425897459,4.050934569,-11.0738291,-0.698991211,-4.198936522,-15.94875293,-6.198905272,-11.32382519,-20.32368457,-31.19851464,-2.823958007,0.175995117,-0.074000977,12.6757998,-2.69895996,-187.6960693
"70171",70164,8.675862303,34.67545605,18.42570996,10.92582715,26.05059081,15.30075879,7.17588574,19.80068847,27.17557324,4.675924804,7.550879881,0.05099707,32.30049316,14.8007666,0.05099707,33.42547558,23.30063378,-148.3216845
"70201",70194,-11.57382129,2.800954101,-5.07392285,3.175948241,19.42569433,20.55067675,19.05070019,-16.69874121,-14.69877246,-4.823926757,-12.57380566,-3.448948241,-17.07373535,-3.448948241,-0.074000977,13.42578808,6.425897459,-129.8219736
"70204",70197,-14.19878027,-3.323950195,-9.948846677,-5.198920897,9.550848631,-6.948893553,-5.323918944,-35.82344237,-29.07354784,-14.19878027,-38.44840136,-46.69827245,-21.57366503,-14.07378222,0.05099707,5.175916991,-24.44862011,-136.321872
"70209",70202,-31.19851464,-13.94878418,-15.0737666,-13.07379785,-21.82366113,-21.07367285,-15.94875293,-48.07325097,-37.07342284,-20.07368847,-49.07323534,-57.69810057,-11.69881933,-11.44882324,-0.074000977,-17.69872558,-38.94839355,779.7888133
"70225",70218,-7.323887694,-7.0738916,-2.69895996,1.050981445,11.05082519,-8.823864256,-1.323981445,-4.948924804,-15.94875293,0.05099707,5.800907225,5.300915038,-8.948862303,-10.07384472,0.300993164,-1.073985351,12.9257959,120.9241084
"70248",70241,-31.07351659,-34.32346581,-13.32379394,-12.44880761,-35.32345019,-14.44877636,-14.07378222,-10.94883105,-21.19867089,-1.948971679,-10.19884277,2.925952148,-31.07351659,-9.948846677,0.175995117,-1.198983398,5.800907225,363.9203114
"70278",70271,-23.19863964,-14.57377441,-10.19884277,-5.948909178,6.425897459,-18.823708,-29.19854589,-20.44868261,-2.69895996,1.425975586,-15.19876464,2.925952148,8.800860349,-2.448963867,0.300993164,-9.698850584,1.175979492,-84.32268455
"70290",70283,-5.948909178,-7.573883787,-6.323903319,0.300993164,-22.8236455,-8.948862303,-1.323981445,-31.44851073,-12.44880761,-5.448916991,-34.69845995,-44.94829979,-13.32379394,-11.44882324,-0.074000977,4.550926757,-4.823926757,-137.8218486
"70298",70291,-20.69867871,-18.94870605,-11.57382129,-3.073954101,-6.698897459,-11.0738291,-19.82369238,-34.19846777,-9.198858396,-17.32373144,-39.94837792,-63.69800682,-25.94859667,-5.573915038,-0.074000977,-9.573852537,-19.57369628,-121.4471045
"70299",70292,-13.07379785,-13.94878418,-6.823895506,-2.198967773,-8.948862303,-13.07379785,-18.19871777,-28.57355566,-20.9486748,-22.69864746,-28.19856152,-34.823458,-20.57368066,-2.69895996,-0.074000977,-3.198952148,-10.19884277,-122.3220908
"70324",70317,-11.82381738,-16.44874511,-10.57383691,-12.9487998,-18.07371972,-34.823458,-23.57363378,-4.69892871,2.42595996,-0.573993164,-0.198999023,12.42580371,-6.198905272,0.675987304,-0.198999023,-23.19863964,-2.448963867,-127.5720088
"70367",70360,-39.07339159,-14.57377441,-15.57375879,-9.323856443,-3.823942382,-21.44866699,-9.573852537,0.800985351,9.050856443,-0.074000977,-2.948956054,-3.448948241,0.300993164,-2.573961913,-0.074000977,-20.9486748,-4.198936522,352.170495
"70382",70375,-42.94833104,-24.19862402,5.550911131,3.050950195,-12.19881152,-8.323872068,9.17585449,-42.44833886,-5.698913085,2.300961913,-22.57364941,-26.94858105,-25.69860058,-2.448963867,-0.074000977,-15.32376269,-7.44888574,186.2980869
"70393",70386,-60.94804979,-28.6985537,-7.323887694,-5.823911131,-14.32377832,-3.823942382,-14.44877636,-34.823458,-7.323887694,-6.198905272,-30.19853027,-26.07359472,-18.44871386,2.05096582,-0.198999023,-25.82359863,-27.57357128,-73.07286033
"70410",70403,21.80065722,11.17582324,8.925858396,14.17577636,26.8005791,-0.823989258,11.30082129,11.80081347,2.175963867,-7.198889647,14.67576855,1.050981445,7.17588574,13.42578808,-0.074000977,13.55078613,3.175948241,-98.82245798
"70471",70464,-8.823864256,7.425881834,1.800969726,-7.44888574,6.550895506,-16.19874902,-10.32384082,2.175963867,11.42581933,-1.448979492,-9.698850584,-11.44882324,4.80092285,9.300852537,-0.074000977,-9.573852537,-17.07373535,125.9240302
"70472",70465,-6.948893553,9.675846677,5.050918944,-3.448948241,6.8008916,-14.32377832,-7.323887694,1.050981445,9.550848631,-1.323981445,-12.57380566,-10.82383301,4.925920897,8.300868162,-0.074000977,-6.823895506,-14.94876855,144.6737373
"70490",70483,-22.19865527,-3.823942382,3.050950195,11.55081738,1.550973632,23.67562792,18.67570605,-22.07365722,-11.69881933,-8.323872068,-17.32373144,-5.323918944,-15.82375488,-4.823926757,0.175995117,6.925889647,-11.69881933,304.6712372
"70492",70485,-12.82380175,-6.073907225,-0.698991211,7.550879881,-9.573852537,20.42567871,12.80079785,-14.57377441,-8.948862303,-8.948862303,-13.57379004,-3.698944335,-11.19882715,-5.698913085,-0.074000977,-6.448901366,-8.448870115,349.6705341
"70500",70493,-8.948862303,-3.698944335,-0.198999023,5.800907225,-1.948971679,18.42570996,5.550911131,7.800875975,1.175979492,-2.32396582,-5.198920897,-0.823989258,5.800907225,3.800938476,-0.198999023,-6.323903319,-17.44872949,208.047747
"70534",70527,-10.19884277,-3.948940429,-5.448916991,-10.57383691,-1.698975586,-3.448948241,-18.32371582,-6.198905272,4.80092285,9.050856443,4.550926757,-6.823895506,-5.323918944,-4.69892871,-0.074000977,4.42592871,3.675940429,-104.072376
"70543",70536,-15.44876074,-10.57383691,-8.198874022,-14.8237705,-38.5733994,-18.823708,-12.82380175,-7.698881834,2.175963867,9.050856443,8.800860349,8.550864256,-2.198967773,2.925952148,-0.198999023,-1.073985351,6.300899413,-60.82305174
"70555",70548,-1.198983398,10.55083301,7.550879881,-4.323934569,9.675846677,14.05077832,15.92574902,8.050872068,1.550973632,-3.823942382,32.80048534,28.17555761,3.300946288,-2.32396582,0.300993164,37.17541698,38.42539745,-195.9459404
"70557",70550,-3.698944335,7.050887694,10.8008291,-1.573977539,6.300899413,19.05070019,6.925889647,-1.573977539,-0.698991211,-5.823911131,26.42558495,16.6757373,-6.948893553,-4.69892871,-0.198999023,36.05043456,35.92543651,-253.4450419
"70564",70557,-44.6983037,-30.19853027,-8.198874022,-8.448870115,-7.948877928,15.17576074,-3.698944335,-42.32334081,-36.6984287,-17.32373144,-6.323903319,-21.69866308,-61.19804588,-25.94859667,-0.198999023,14.42577246,3.425944335,-209.5707275
"70566",70559,-49.44822948,-37.69841308,-11.0738291,-7.323887694,13.92578027,15.92574902,-7.0738916,-49.57322753,-39.69838183,-18.44871386,-9.44885449,-27.94856542,-62.94801854,-29.94853417,-0.074000977,6.300899413,0.550989258,-47.57325878
"70584",70577,-102.8223955,-55.94812792,-10.19884277,-4.073938476,-37.32341894,-42.32334081,-25.44860449,-57.94809667,-40.94836229,-31.69850683,-53.57316503,-52.32318456,-47.32326268,-7.323887694,-0.074000977,-55.32313768,-54.32315331,-10.07384472
"70602",70595,-29.32354394,-12.44880761,7.300883787,2.675956054,16.92573339,26.17558886,-0.573993164,-19.19870214,-15.19876464,-6.948893553,-2.198967773,-20.9486748,-24.44862011,-4.823926757,-0.074000977,21.80065722,8.675862303,288.9214833
"70623",70616,-11.94881543,-2.823958007,-8.448870115,-3.323950195,-28.82355175,2.05096582,-0.198999023,-11.44882324,-0.448995117,1.550973632,9.675846677,9.925842771,-0.573993164,6.550895506,-0.074000977,0.550989258,16.05074707,31.05051269
"70633",70626,-7.948877928,6.8008916,-7.573883787,-8.698866209,-16.32374707,-15.44876074,-19.82369238,-2.448963867,3.425944335,6.425897459,10.42583496,10.30083691,6.925889647,2.42595996,-0.198999023,-4.823926757,5.050918944,-79.07276658
"70647",70640,20.17568261,31.30050878,2.800954101,-2.573961913,10.05084082,4.925920897,20.55067675,17.30072753,-9.573852537,-14.94876855,-4.948924804,-17.44872949,21.42566308,9.675846677,0.05099707,4.42592871,-2.69895996,-138.1968427
"70657",70650,27.80056347,34.67545605,5.800907225,-0.448995117,17.55072363,-5.573915038,-6.323903319,10.30083691,-2.448963867,-11.0738291,-12.19881152,-16.69874121,27.80056347,4.175932616,0.300993164,4.050934569,-7.573883787,-57.07311034
"70659",70652,34.17546386,43.42531933,13.42578808,-2.573961913,-3.823942382,-2.573961913,-8.073875975,8.425866209,0.300993164,-5.948909178,-9.44885449,-7.698881834,33.30047753,8.550864256,-0.074000977,12.80079785,8.425866209,-52.94817479
"70682",70675,-74.5728369,-15.19876464,-20.9486748,-21.94865917,-10.07384472,-19.0737041,-11.32382519,-4.323934569,20.6756748,16.17574511,-25.32360644,15.17576074,2.550958007,1.300977539,-0.074000977,-10.69883496,17.30072753,-88.32262205
"70690",70683,-69.32291893,-6.073907225,-11.32382519,-11.0738291,-31.94850292,-22.07365722,1.675971679,-1.823973632,4.175932616,-0.573993164,-26.07359472,6.425897459,2.05096582,1.800969726,-0.074000977,-10.44883886,5.675909178,-91.44757322
"70695",70688,-70.44790135,0.675987304,-17.19873339,-14.07378222,-37.69841308,-37.94840917,11.55081738,5.300915038,3.675940429,-3.448948241,-38.32340331,-20.32368457,15.42575683,-6.698897459,-0.074000977,-27.0735791,-13.94878418,-2.69895996
"70716",70709,-55.69813182,-8.323872068,0.300993164,15.30075879,8.675862303,-18.94870605,11.42581933,-28.32355956,-27.82356738,-15.32376269,-41.57335253,-25.69860058,-21.69866308,-22.32365332,0.300993164,9.675846677,11.67581543,302.9212646
"70734",70727,-24.32362206,18.92570214,1.675971679,-11.57382129,3.425944335,-13.1987959,5.050918944,8.925858396,-5.07392285,1.675971679,-21.07367285,-1.073985351,16.80073535,3.300946288,-0.074000977,13.92578027,24.30061816,54.3001494
"70747",70740,57.67509667,39.92537401,27.67556542,22.8006416,30.92551464,9.550848631,5.800907225,12.6757998,-8.948862303,-10.82383301,-20.69867871,-30.32352831,30.92551464,2.300961913,0.175995117,7.425881834,-8.573868162,-134.4469013
